B,C,D,E,F,G,H,I,J,Response
-144.9401561,-0.313756924,-0.340816496,1.160636059,-0.770196865,1.254461949,-0.914583138,female,unknown,-1.799659747
-8.098024722,0.605197774,-0.483536122,1.058811611,0.930048155,-0.932301119,0.403171071,female,yes,-0.384867111
157.0506997,0.184991675,0.888083217,-0.477976578,-1.462166833,-0.094336757,1.211287342,female,no,-0.220795803
144.2297321,0.037125372,0.827362232,0.296767448,-0.183227318,0.787459621,0.739345423,female,no,-0.996029358
21.16633272,-1.097829631,0.839555156,0.687908509,1.191653095,-0.59253336,0.374591469,female,yes,-0.113717048
-288.6591789,-0.432339767,0.245359902,-0.525254548,-1.737261679,0.32254479,-2.69265274,female,yes,-1.956042303
339.0733394,2.339554073,0.7893151,-0.223831607,2.478747764,-0.10493039,-0.136946824,female,unknown,2.597551806
6.352528914,0.8961954,-0.384821232,2.193831773,0.001587137,-1.035337401,-0.161205477,female,no,-0.142730164
71.48859007,0.697785785,-0.173958727,-0.781917419,-1.720371535,0.201439387,-0.152750303,unknown,unknown,1.101475331
282.615621,1.03100657,1.065129319,-0.158178019,-0.885356512,-0.775379218,0.482382746,female,no,1.742923024
189.0243391,-0.270401496,0.833649326,-0.270695919,-0.688825937,1.437618321,1.25946178,female,unknown,-0.274835758
9.166965297,-1.96430201,0.552251037,0.866750897,-1.18069162,0.000787874,0.9093184,female,yes,2.194043946
-26.76467504,-1.012760723,-0.449088914,-0.318748858,1.294119132,0.58574657,1.340676835,male,yes,-1.299001264
169.458098,0.276855632,0.161920537,0.447901514,-1.14576157,-0.589695047,1.032245172,female,no,0.441342627
-156.8534166,-0.062570913,-0.322312892,-0.096706833,2.43116709,-0.22517713,-1.180845927,unknown,no,-0.276482689
-81.11221883,0.116625935,-1.469983599,-0.401475344,1.036051262,1.008626666,0.679402194,female,yes,-1.897798918
-359.5886673,-0.725863965,-1.161919825,0.676143074,-2.472338532,-1.399025618,-0.982102297,male,yes,-0.48944898
-60.78396679,-0.950341956,1.094849877,-0.269830706,0.422700893,-0.368760527,-0.847333945,female,no,1.107664862
165.5195028,0.401441636,1.026995178,0.531728439,-1.169545476,0.833513181,-0.020910583,male,no,-0.619917033
-154.5518818,-0.143623411,-1.260125057,-0.214498329,-0.496152424,0.303640802,-0.366883388,male,no,0.706633748
193.0580961,0.597913935,0.790714959,1.458815155,0.952520886,2.146987263,-0.261516782,female,no,-0.628776966
-73.91638523,-0.937781846,-0.288872255,-0.597777889,0.992201794,-0.12386872,1.045764833,male,yes,-1.062164428
-44.73525829,-0.095747638,-0.098606769,0.487606577,-1.988931166,-0.573938028,0.209380897,male,yes,-1.058368994
90.1571002,-0.855496872,0.487453143,-0.034247388,-0.739675153,1.530345254,0.219846502,female,no,1.619764958
156.8587914,-0.381529053,1.545212718,-0.693556838,-1.41471389,0.794844652,-0.031550242,unknown,yes,1.494207152
-30.49862651,-1.014860285,0.119566016,-0.664888869,-1.15314292,0.127601524,0.610513132,female,no,-0.25594292
1.702286798,1.16500232,-0.398930652,0.669761985,1.126205867,-0.894658896,0.606449696,female,no,-1.589804979
34.84536052,0.567414247,-0.376385476,-0.994095181,-0.348476734,0.773378719,-0.751491619,unknown,unknown,1.546376324
-56.93842876,0.814188544,-1.026876873,-1.499125931,0.172164114,0.573880891,-0.506095888,male,unknown,0.755230257
-221.4311548,-1.212112877,-1.075990969,-0.529589585,1.426121883,-0.824527938,0.234752432,female,unknown,0.503936713
-253.8845872,-1.18401944,-0.755049776,1.615026953,-0.125458585,-2.107525622,0.192537037,female,yes,0.145947649
24.86122537,-0.595377966,-0.067384715,1.921398812,-0.355765395,-0.184685072,0.345917831,female,yes,1.511478301
33.21749628,-0.869681332,0.513068046,-0.260088989,-0.492699985,0.196940638,0.445951105,unknown,yes,0.169859761
132.5075745,0.329922002,0.362540238,-0.260670878,-0.874986401,1.49119795,-0.010022576,female,no,0.871781546
65.53652306,0.26657491,0.700757502,0.529505267,-0.486906154,0.073635876,-0.727047945,female,no,0.834162312
23.59325221,0.982246224,-1.026546348,0.988501962,0.76930101,-0.64995307,0.265445936,unknown,unknown,0.568430342
167.3752521,0.36106398,1.30115176,-0.16655162,0.741036591,-0.08434823,-0.58097846,male,no,1.489628108
97.47055245,-0.884499486,0.422218287,-0.465430065,0.583716793,1.245950137,0.650843062,,no,-0.085238612
-221.5614626,0.882109664,-3.11966351,1.620260163,1.614353002,-0.655583236,-0.264548523,female,yes,0.985091335
-292.0184577,-1.12352312,-1.256115325,-0.501248989,-1.136245865,0.012244101,-1.34437087,female,no,0.477185847
-169.5322,0.537149898,0.033141034,-1.060030895,-1.012135265,-0.648330774,-1.799935522,female,no,-0.616777829
2.268895728,-0.621258183,0.41393875,-1.09335255,-1.220902456,0.802113148,0.641338126,female,unknown,-0.70544044
265.7376402,1.863841222,0.863203753,-1.024750171,-1.146157014,-1.511305262,0.853925949,unknown,no,0.258359828
180.9503226,1.965333797,0.221614599,-0.883938761,0.408892244,1.231852232,0.120199247,male,unknown,-1.704943673
67.00108101,1.465186173,0.702538134,-0.584785921,0.933399808,0.768174148,-1.514579945,female,no,-1.020336337
51.577979,0.820237707,0.391988139,-0.364042096,1.512265349,0.49263207,-0.307254366,unknown,yes,-0.547219297
70.861753,1.620008954,-1.195967256,0.256518014,-0.434598045,0.537841046,-0.357772579,female,no,0.939244785
99.20520046,2.173918461,-0.945524666,0.164237734,-0.899336989,-1.286880171,-0.198624316,male,unknown,1.671085821
-225.0130239,-0.154488927,-1.651108133,1.223135217,0.113500684,0.144046694,-0.750048991,female,unknown,0.161529208
-180.9003332,-1.025435667,-1.506429048,1.042436573,0.690351308,0.1987228,-0.094614005,female,no,1.54014492
-19.35793233,0.958862318,-0.005340675,-1.323464178,0.279541909,0.066282594,-0.359863662,unknown,yes,-1.938641956
-23.64240932,0.17481919,0.240015088,1.214158006,0.306628788,0.252798053,-0.813603441,male,no,-0.789842917
-379.0259071,-0.772938571,-1.472860778,0.506163348,0.533015692,-0.605304542,-1.939965796,female,no,-0.11380127
108.3112039,0.28463853,1.381886634,-0.664561638,-1.249980977,-0.629062649,-0.324956336,male,unknown,-0.248145669
98.60694999,0.699210491,0.427324246,0.677346323,-1.042767454,-0.921954513,0.230745669,male,yes,0.66371463
-6.011274216,-0.280760264,-0.132418227,1.311610098,0.081638652,0.421087236,0.893798885,male,no,-1.485184544
-2.550380119,0.121191991,-0.713379231,0.752846783,1.12699192,1.205738921,0.358299404,male,yes,-1.225863485
95.75213655,0.18784092,0.293290195,0.366795737,0.821639768,1.056215466,-0.341155617,unknown,unknown,0.816294597
-180.8458722,-0.647617578,-1.613739876,-1.037302495,-0.523653198,0.569196338,0.658632577,unknown,no,-1.059471573
207.3045062,1.013017269,0.021531175,-0.333938541,-0.261553387,0.234813995,1.006275129,female,no,0.051272871
34.90452744,0.693429958,-1.360760438,-0.167494831,-1.416553993,0.107347849,1.104171065,female,yes,0.721107144
-58.86498216,0.160366201,-0.601377834,0.638644517,1.05075726,1.076121517,-0.277439791,unknown,no,-1.265889012
89.74921639,-0.529611486,0.894919417,-1.132535283,2.446931285,0.799332725,0.437625777,unknown,no,-0.427726273
15.43222778,-0.531940702,1.236504194,-0.798094496,0.469462589,0.43832585,-0.782881753,female,yes,-0.385433626
114.0081513,0.421174236,0.607584137,0.663110102,0.962789945,-0.225234952,-0.264660581,unknown,yes,0.196555133
87.96996717,0.127891029,0.429679823,0.908136382,-0.105534744,0.633634267,0.226612923,unknown,no,0.008389186
201.9265879,-0.453494904,0.169825288,-0.789395926,0.621869472,0.827786316,1.632175887,unknown,unknown,1.873252687
-37.54451809,1.002822006,-1.370389121,-0.440237924,-0.690167657,-0.540998664,0.774309977,male,no,-1.289158208
-101.4437075,0.518611255,-0.767121853,-0.459733925,-0.393067249,-0.655818515,-0.67137687,male,unknown,-0.059671671
-228.4021396,-0.628834941,-1.859288737,1.218955198,0.095645849,0.837561425,0.225168598,female,no,-0.939730552
193.9298978,1.594694108,-0.367702769,-0.499369709,-1.663065683,0.365038331,0.540313375,female,yes,1.280146907
-27.45471573,-0.79902247,-0.182920842,-0.902944754,-0.075304168,-1.563006613,0.848492838,female,no,0.965019812
117.5385463,1.329212331,1.016380146,-0.445033405,-0.96035605,-0.606445682,-0.469407824,female,unknown,-1.226167522
-116.9087334,0.320375119,-1.532508313,0.604690427,-1.244073842,-0.58625048,-1.307689803,female,unknown,2.398258954
-60.27201723,-1.052996093,0.9301683,-2.22736886,-0.084856959,-1.600450529,0.402129422,female,no,-1.33460747
182.0262714,0.143392263,0.345845959,0.457319743,0.090854733,1.935634827,0.938646338,female,no,-0.985239642
-24.5716749,-0.057728059,-0.098331446,1.06662608,-1.214336438,0.917706669,-0.553085153,unknown,no,-0.592684089
-69.88912238,-0.497576422,1.174472884,-1.744348417,0.771446595,-0.555357635,-0.276282774,female,unknown,-2.037878235
-140.3523844,0.279506461,-1.340125387,-0.254960935,0.322323433,1.5789427,-0.867609455,female,no,-0.004236521
39.09964007,-0.075458052,-0.459078392,0.1952409,0.120319851,0.768525391,0.751350184,unknown,no,0.412974779
-63.44489312,-0.89630077,0.062573914,-0.295065024,0.669731102,-0.370634675,-0.156485937,female,yes,0.472486537
-338.7467103,-1.390267571,-0.372432967,1.0013742,1.69147326,-0.18784469,-1.424185112,female,yes,-2.630931147
12.16664962,0.539227618,0.712150618,-0.665014024,-0.274392355,1.475179679,-1.803989426,female,unknown,-0.078192603
110.3475366,-0.060161369,1.083433649,-0.305849636,-0.008198104,-0.410314404,-0.23102216,male,yes,0.989708527
68.74143558,-1.672300745,1.174251904,-0.18575366,0.193823846,0.166989551,0.548868592,unknown,no,1.896931454
-355.5304806,-2.183644814,-0.154698641,-0.520009742,0.588972602,-0.919866525,-0.80698182,female,no,-1.342985648
-153.7986266,-1.16537495,0.518432085,-1.334890321,0.706882535,1.795844278,-1.531402388,female,no,-0.454271927
-184.2079445,-0.983997304,-0.748403571,0.458751273,0.426457452,-0.726573702,0.182644576,female,unknown,-0.246556484
177.0118922,-0.340586302,1.501946267,-0.626141899,-0.929694759,-1.116325217,1.92520744,unknown,yes,-0.243140977
-339.0120004,-1.732017923,-0.800116602,-0.675310523,-0.74128254,-1.814619538,-0.451634733,female,no,0.40696456
171.2291711,0.971851523,-0.140321424,-1.337478346,-0.375367267,-0.681263702,0.754195413,male,unknown,1.054829166
176.93598,2.054724978,0.937258155,0.40850552,0.599576126,0.40723889,-1.239671122,female,unknown,-0.436154279
-167.7924979,-0.094488779,-2.066779061,1.320111107,0.12098321,-0.502692356,1.15831005,unknown,unknown,-0.320407248
-7.670609063,0.79580377,-0.271499294,0.030254122,-0.074112785,0.00586773,-0.537174689,male,no,-0.995958775
20.37467202,-0.600638433,1.362414221,0.120342702,0.279601186,-1.638139216,-0.401081293,female,no,0.964773356
-47.89883642,1.065565003,-0.23889294,-1.447573451,-1.510466273,-0.818941011,-1.248708783,female,yes,0.617587696
115.3059559,0.674751837,1.595219206,0.062038067,-1.207523213,-1.442259467,-0.486935901,unknown,yes,0.14194318
-91.3460075,0.445280252,-1.610577413,-1.395504309,-0.311262856,-0.198427308,0.819386373,female,unknown,0.619375184
397.7411703,1.074681382,0.899909327,0.560093995,-2.453594872,0.919377862,1.590706862,male,yes,0.477006177
-300.6031282,-0.28958085,-1.771596118,-2.017808015,1.813134862,-1.625424827,-0.494153237,male,no,-0.088026371
-209.4731721,0.02704105,-1.290613628,-1.004340479,-0.025956544,-0.452406728,-0.415068505,female,no,-0.430363581
-205.3028554,-0.024594115,-2.223945512,0.517404483,0.598346064,1.630921098,-0.268485904,female,unknown,-0.803553644
125.6074121,1.098237318,1.273810367,0.869653078,0.562363125,0.632280485,-1.292852595,unknown,yes,0.073266509
-240.404329,-0.415152744,-0.984142442,0.189373949,0.356810253,-1.825718589,0.01530635,unknown,no,-0.370224453
54.39002192,-0.409186739,0.86598141,-1.508859553,-0.427703359,0.8084207,-0.770055054,male,unknown,0.976923655
186.6474797,-0.081741762,0.117816309,-0.626671763,-1.234372613,0.565709635,1.999359022,female,yes,0.597447352
90.14704492,-0.40764523,0.108589581,-0.58969918,0.285421534,0.525826247,1.064540442,female,no,0.15296396
164.9781975,1.419573179,0.250795787,0.816295565,-0.066914372,-0.76945284,0.791437322,male,unknown,-0.828880851
21.9984794,-0.837114382,1.203330218,-0.755508339,-1.13883412,1.752406018,0.054588488,female,unknown,-1.672282116
6.587881996,-1.470163441,1.971203552,1.065631935,-0.663872013,-1.744611259,0.040920322,unknown,no,-0.13823751
-92.64499905,-0.147662352,-0.177185186,-0.243750996,-0.667283951,1.972550165,-1.834540036,unknown,yes,0.334392768
135.5158095,0.466034898,-1.299769374,-1.341960134,1.11964085,1.587948802,2.666239967,female,no,-0.664366121
-443.7934209,-1.875015556,-2.53819522,0.897698348,1.766852386,0.199000419,0.07210759,unknown,no,-1.152668249
-40.05297336,-2.130365041,0.362115788,1.400032549,1.279191897,0.703029933,0.465873498,female,no,0.799754266
-98.1315418,-0.405004463,-0.913658981,1.170951035,0.051882486,0.308224595,0.39543758,unknown,no,-0.498704694
-12.98985623,0.968572081,0.923410871,-0.47833901,0.454757171,-1.701766404,-1.586937863,female,unknown,0.965323324
-529.6165424,-1.318999965,-2.333067511,-1.066296369,0.172324848,-0.024748105,-1.137578281,female,yes,-1.168476152
-133.6060165,0.153750784,-0.592735525,-0.271611523,2.088772468,0.322365925,-0.83273139,female,unknown,-1.526540159
-60.41373497,0.829153993,-0.949030199,1.016744702,-0.730163326,-1.714849026,-0.06431858,female,no,0.037740709
-219.864192,-0.337778405,-0.475958519,-0.514711115,-1.110530072,-0.258469616,-2.004677041,unknown,no,1.656945092
121.1567488,0.095834592,2.029226658,-0.092319349,-1.765865245,-1.335841469,-0.506665048,unknown,no,0.161452584
244.0204152,2.092877238,0.98333424,-1.004968756,1.716486686,-0.525616795,0.17312094,female,no,-0.172820933
-112.5851701,-0.048728954,-1.34998648,0.503693496,-0.121220311,-0.852856305,0.327936068,female,no,0.324852122
106.3677979,0.548063741,0.726667979,1.251346533,-0.210765308,-0.075900563,-0.284505059,unknown,yes,1.08772202
-361.924584,-1.054698647,-2.170819097,-0.354604093,1.127724093,-1.603409977,-0.095873939,unknown,no,0.919261559
188.6675061,-0.454171768,1.763193682,1.408313412,0.024793735,0.235664114,0.092024667,unknown,yes,1.005919187
305.0722471,0.212589703,0.219665775,-0.31467236,0.400485317,1.47728794,1.87268514,unknown,no,1.034675763
60.02360043,1.548259321,-1.81801286,-0.277308857,0.461134263,0.150356256,1.302299713,female,unknown,0.216652296
27.82378099,0.556643285,0.545798688,0.460574501,-0.597198804,1.332431013,-1.389933494,female,no,-0.393933578
-27.4162376,-0.131088791,-0.386349494,-0.168983421,-0.689099556,0.242249354,0.205748346,female,unknown,0.518908823
149.7944775,2.21760225,0.102616324,2.646967617,0.472840315,-0.610592805,-0.454416712,female,yes,-1.507920814
71.47912746,1.287625179,-0.553719342,0.610833597,-0.569000022,-0.514768186,0.859773949,female,no,-1.919411661
134.6289771,0.944377709,-0.636596521,-0.498502513,0.143809948,0.744848193,0.650453497,female,unknown,0.667016353
-53.49029235,0.411755918,-1.135790242,-1.198340374,-1.7616093,-0.784996675,0.752432467,female,unknown,-0.241958244
-214.1340327,0.306323393,-1.474430006,-0.693411753,1.263266845,0.038102706,-0.479382397,female,no,-0.358944384
-384.12913,-2.084117618,-2.039741463,0.769995785,0.103312484,-2.471324919,1.071436549,female,no,0.207594139
-226.3276741,-0.204341864,-0.715958291,0.124039074,-0.687175931,-1.579809501,-1.556950818,female,yes,0.429727118
-406.939866,-0.103809629,-1.517155425,-1.298764354,0.696626935,-1.828851779,-1.195852108,male,unknown,-1.283511244
157.3382386,1.26344487,0.949196696,2.462213879,0.973486325,0.743154191,-1.028256391,unknown,yes,0.412928218
181.7699582,-0.116075339,0.209256202,1.495113368,1.0236953,1.409044727,1.473512848,female,no,-0.695794486
326.7266023,0.029480263,1.084983505,-0.662940806,1.447179495,0.957831882,1.440308986,female,yes,2.19583201
134.6459393,0.265108636,-0.622358193,-0.185221508,-1.849539766,-1.049881932,2.393679676,male,no,-0.7197328
-82.40003179,-2.15523006,-0.221247577,-1.014221391,-1.603911092,1.873352273,0.735669869,female,unknown,0.053069231
-40.05434808,0.232902014,0.378884341,1.222213712,0.440339231,-0.222649573,-1.344807867,unknown,no,0.546183541
17.18839328,0.543309993,-0.059907168,2.473739787,-0.968538684,0.371334338,-0.567549174,female,no,-0.031431873
-158.4082438,-0.993642077,1.002513143,-1.155080175,0.594017016,1.064153099,-1.264481694,female,no,-2.08694729
139.0938432,0.987477624,0.560756252,-0.080008498,0.65791682,-0.465574411,0.321389725,unknown,no,-0.100047334
239.3912047,-0.532848958,1.145161048,-0.113879849,0.99740929,0.918034598,0.492170162,female,no,1.828578655
-125.8318384,-0.690039951,-0.507505075,-0.809762457,-0.388147863,-0.465611818,-0.587340863,female,yes,1.596195368
185.8066403,1.653463279,-0.312642141,0.698719883,-0.546112771,0.832764731,-0.094845037,male,yes,0.580235322
-124.8235696,-1.289870577,-1.83782188,-0.749945162,0.223901611,2.680945473,0.889450299,unknown,no,0.139664609
-93.98460906,0.342392056,-1.758837287,-1.60040593,1.003776894,1.0500567,0.296891504,female,no,0.162207324
4.314941764,-0.405577774,1.48558917,0.295445767,-0.391432088,-1.531550477,-0.995966641,unknown,yes,1.669100112
142.2721319,-0.591184557,0.554303978,0.717393677,1.384925623,0.483221785,1.022163575,male,no,0.411117087
-335.6501545,-2.128712756,-0.89718145,0.124514831,0.353901023,-0.588517771,-0.887913257,male,no,0.667719487
-140.2709494,1.949124067,-3.172691514,-0.199069441,0.871836999,-1.622908484,-0.009502147,unknown,no,1.124048868
-26.1475021,0.763001632,-1.031175567,-1.527363294,-0.080871806,0.832182621,0.015981015,unknown,unknown,-0.078866487
130.0830218,-0.90304374,1.669954443,0.661077184,-0.415489211,-0.481434195,0.498267151,female,no,0.789839331
-75.43824026,-1.96973359,-0.011423628,-0.040064049,0.40925228,1.079932636,-0.529499281,unknown,no,1.981888534
-4.761469984,0.168874085,0.639866869,-0.131075982,0.041744095,-1.650133081,-0.415825728,male,no,1.232052492
-73.40923379,1.268637031,-1.162072908,0.328808687,-0.530374422,0.251599089,-1.2336406,male,no,0.091399631
275.9941402,1.350887714,0.351543343,1.208164325,0.357629327,1.287920054,0.971222506,male,yes,-1.609268758
98.14823828,0.537750599,0.207204377,0.593928213,1.29040032,-1.249893739,0.853101275,unknown,no,0.157870859
227.15087,-0.644539869,1.174245001,0.158081225,-1.743085885,2.126865676,0.870252435,female,no,-0.389990629
-185.6965599,-0.114873578,-0.663609241,-0.308760025,0.001710639,-1.501773005,-0.651353031,female,unknown,-0.173313042
83.75516061,1.100705341,0.722745373,0.148300814,-1.79534522,-1.646663725,0.065078656,unknown,no,-2.050289264
25.76487293,-0.775009314,0.422523079,-0.112235379,-1.258737624,0.109317437,0.471473383,female,unknown,0.131038104
87.16767696,-0.513794621,-0.691518601,0.963762627,-0.187331586,1.431484603,0.717432209,unknown,no,2.146015378
57.31863361,-0.812031572,-0.064424933,-0.789245721,1.806461957,0.349216707,1.627390086,female,no,-0.247406316
-313.5968734,0.342077062,-1.497424994,0.052982351,0.344662905,-0.282943189,-2.099258187,female,yes,-1.302763825
-171.7642839,0.198767151,0.4633545,-0.879217911,-2.339289375,-1.765744054,-1.514397351,male,no,-1.094674623
119.8386122,0.572619775,0.464068767,-1.252431528,-1.210722699,-1.007455242,-0.232776977,female,unknown,1.883959986
234.675132,0.261059113,1.319402751,0.646234022,0.029870504,0.618807402,0.855809347,female,no,-0.72003276
-210.8022474,-0.744184786,-1.539158671,-0.773301701,-0.944552333,0.048636467,0.044338037,unknown,unknown,0.392218553
-129.3047412,-0.850832307,-0.258144946,0.274657877,0.806624172,-1.945825867,-0.533589029,male,no,2.259014856
543.8872948,2.792840726,0.941509485,0.112913726,0.421251912,0.344422285,1.848886392,male,unknown,1.356916546
-4.720608813,0.546800482,0.754639597,-0.143559503,0.210739326,-0.512995296,-1.346210653,male,no,0.044287442
-72.08520028,-0.582495114,-1.482861033,-0.07435607,0.302725565,1.5695395,0.342320508,female,yes,0.48774013
-233.6917993,-0.895627238,-0.844672972,1.163585777,0.759405762,-0.196091359,-1.360314739,female,no,1.309899729
90.43451657,2.093413618,0.356534727,-1.774276025,0.727610471,0.180631566,-1.570991306,male,no,0.288183041
-312.9820238,-1.00774972,-0.356782478,1.045756148,-0.18490892,-1.810515491,-0.891025873,unknown,unknown,-0.969431296
146.0775644,1.179414527,-0.614489669,-0.727016944,1.300374761,0.490369652,0.573943829,female,no,0.765189115
132.1574743,0.950514877,-0.60136572,0.310739133,-1.280425716,-0.217055821,1.252397395,female,no,-0.160043732
